code;position1;position2;position34;position8;description;JSON
122805.4;1;2;Commotion;4;Artère vertébrale thrombose (occlusion) bilatérale;{ code : 122805.4, position1 : 1, position2 : 2, position34 : Commotion, position8 : 4, description : Artère vertébrale thrombose (occlusion) bilatérale},
122806.3;1;2;Commotion;3;Artère vertébrale anévrisme traumatique;{ code : 122806.3, position1 : 1, position2 : 2, position34 : Commotion, position8 : 3, description : Artère vertébrale anévrisme traumatique},
122899.3;1;2;Commotion;3;Artère vertébrale SAI;{ code : 122899.3, position1 : 1, position2 : 2, position34 : Commotion, position8 : 3, description : Artère vertébrale SAI},
123002.4;1;2;Commotion;4;Sinus droit lacération;{ code : 123002.4, position1 : 1, position2 : 2, position34 : Commotion, position8 : 4, description : Sinus droit lacération},
123003.5;1;2;Commotion;5;Sinus droit lacération ouverte (saignement à l'extérieur) ou destruction du segment;{ code : 123003.5, position1 : 1, position2 : 2, position34 : Commotion, position8 : 5, description : Sinus droit lacération ouverte (saignement à l'extérieur) ou destruction du segment},
123004.5;1;2;Commotion;5;Sinus droit thrombose (occlusion);{ code : 123004.5, position1 : 1, position2 : 2, position34 : Commotion, position8 : 5, description : Sinus droit thrombose (occlusion)},
123099.4;1;2;Commotion;4;Sinus droit SAI;{ code : 123099.4, position1 : 1, position2 : 2, position34 : Commotion, position8 : 4, description : Sinus droit SAI},
130202.2;1;3;Durée de la PC;2;Nerf crânien contusion;{ code : 130202.2, position1 : 1, position2 : 3, position34 : Durée de la PC, position8 : 2, description : Nerf crânien contusion},
130204.2;1;3;Durée de la PC;2;Nerf crânien lacération;{ code : 130204.2, position1 : 1, position2 : 3, position34 : Durée de la PC, position8 : 2, description : Nerf crânien lacération},
130299.2;1;3;Durée de la PC;2;Nerf crânien SAI;{ code : 130299.2, position1 : 1, position2 : 3, position34 : Durée de la PC, position8 : 2, description : Nerf crânien SAI},
130402.2;1;3;Degré de conscience;2;I (Nerf olfactif, faisceau olfactif) contusion;{ code : 130402.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : I (Nerf olfactif, faisceau olfactif) contusion},
130404.2;1;3;Degré de conscience;2;I (Nerf olfactif, faisceau olfactif) lacération;{ code : 130404.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : I (Nerf olfactif, faisceau olfactif) lacération},
130499.2;1;3;Degré de conscience;2;I (Nerf olfactif, faisceau olfactif) SAI;{ code : 130499.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : I (Nerf olfactif, faisceau olfactif) SAI},
130602.2;1;3;Degré de conscience;2;II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] contusion;{ code : 130602.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] contusion},
130604.2;1;3;Degré de conscience;2;II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] contusion bilatérale;{ code : 130604.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] contusion bilatérale},
130606.2;1;3;Degré de conscience;2;II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] lacération;{ code : 130606.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] lacération},
130608.2;1;3;Degré de conscience;2;II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] lacération bilatérale;{ code : 130608.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] lacération bilatérale},
130699.2;1;3;Degré de conscience;2;II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] SAI;{ code : 130699.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : II (Nerf optique, parties intracrâniennes et intracanalaires) [Incluant les chiasmas et voies optiques] SAI},
130802.2;1;3;Degré de conscience;2;III (Nerf moteur oculaire commun) contusion ou compression [incluant les lésions dues à des herniations transtentorielles];{ code : 130802.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : III (Nerf moteur oculaire commun) contusion ou compression [incluant les lésions dues à des herniations transtentorielles]},
130804.2;1;3;Degré de conscience;2;III (Nerf moteur oculaire commun) lacération;{ code : 130804.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : III (Nerf moteur oculaire commun) lacération},
130899.2;1;3;Degré de conscience;2;III (Nerf moteur oculaire commun) SAI;{ code : 130899.2, position1 : 1, position2 : 3, position34 : Degré de conscience, position8 : 2, description : III (Nerf moteur oculaire commun) SAI},
131002.2;1;3;Commotion;2;IV (Nerf pathétique) contusion;{ code : 131002.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : IV (Nerf pathétique) contusion},
131004.2;1;3;Commotion;2;IV (Nerf pathétique) lacération;{ code : 131004.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : IV (Nerf pathétique) lacération},
131099.2;1;3;Commotion;2;IV (Nerf pathétique) SAI;{ code : 131099.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : IV (Nerf pathétique) SAI},
131202.2;1;3;Commotion;2;V (Nerf trijumeau) contusion;{ code : 131202.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : V (Nerf trijumeau) contusion},
131204.2;1;3;Commotion;2;V (Nerf trijumeau) lacération;{ code : 131204.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : V (Nerf trijumeau) lacération},
131299.2;1;3;Commotion;2;V (Nerf trijumeau) SAI;{ code : 131299.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : V (Nerf trijumeau) SAI},
131402.2;1;3;Commotion;2;VI (Nerf moteur oculaire externe) contusion;{ code : 131402.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VI (Nerf moteur oculaire externe) contusion},
131404.2;1;3;Commotion;2;VI (Nerf moteur oculaire externe) lacération;{ code : 131404.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VI (Nerf moteur oculaire externe) lacération},
131499.2;1;3;Commotion;2;VI (Nerf moteur oculaire externe) SAI;{ code : 131499.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VI (Nerf moteur oculaire externe) SAI},
131602.2;1;3;Commotion;2;VII (Nerf facial) contusion;{ code : 131602.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VII (Nerf facial) contusion},
131604.2;1;3;Commotion;2;VII (Nerf facial) lacération;{ code : 131604.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VII (Nerf facial) lacération},
131605.3;1;3;Commotion;3;VII (Nerf facial) lacération bilatérale;{ code : 131605.3, position1 : 1, position2 : 3, position34 : Commotion, position8 : 3, description : VII (Nerf facial) lacération bilatérale},
131699.2;1;3;Commotion;2;VII (Nerf facial) SAI;{ code : 131699.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VII (Nerf facial) SAI},
131802.2;1;3;Commotion;2;VIII (Nerf auditif) [incluant le nerf cochléaire et le nerf vestibulaire] contusion;{ code : 131802.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VIII (Nerf auditif) [incluant le nerf cochléaire et le nerf vestibulaire] contusion},
131804.2;1;3;Commotion;2;VIII (Nerf auditif) [incluant le nerf cochléaire et le nerf vestibulaire] lacération;{ code : 131804.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VIII (Nerf auditif) [incluant le nerf cochléaire et le nerf vestibulaire] lacération},
131806.2;1;3;Commotion;2;VIII (Nerf vestibulo-cochléaire, y compris les nerfs acoustique et vestibulaire) lacération bilatérale;{ code : 131806.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VIII (Nerf vestibulo-cochléaire, y compris les nerfs acoustique et vestibulaire) lacération bilatérale},
131806.3;1;3;Commotion;3;VIII (Nerf auditif) [incluant le nerf cochléaire et le nerf vestibulaire] lacération bilatérale;{ code : 131806.3, position1 : 1, position2 : 3, position34 : Commotion, position8 : 3, description : VIII (Nerf auditif) [incluant le nerf cochléaire et le nerf vestibulaire] lacération bilatérale},
131899.2;1;3;Commotion;2;VIII (Nerf auditif) [incluant le nerf cochléaire et le nerf vestibulaire] SAI;{ code : 131899.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : VIII (Nerf auditif) [incluant le nerf cochléaire et le nerf vestibulaire] SAI},
132002.2;1;3;Commotion;2;IX (Nerf glossopharyngien) contusion;{ code : 132002.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : IX (Nerf glossopharyngien) contusion},
132004.2;1;3;Commotion;2;IX (Nerf glossopharyngien) lacération;{ code : 132004.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : IX (Nerf glossopharyngien) lacération},
132099.2;1;3;Commotion;2;IX (Nerf glossopharyngien) SAI;{ code : 132099.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : IX (Nerf glossopharyngien) SAI},
132202.2;1;3;Commotion;2;X (Nerf vagal) [excluant les lésions du cou, du thorax et de l'abdomen] contusion;{ code : 132202.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : X (Nerf vagal) [excluant les lésions du cou, du thorax et de l'abdomen] contusion},
132204.2;1;3;Commotion;2;X (Nerf vagal) [excluant les lésions du cou, du thorax et de l'abdomen] lacération;{ code : 132204.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : X (Nerf vagal) [excluant les lésions du cou, du thorax et de l'abdomen] lacération},
132299.2;1;3;Commotion;2;X (Nerf vagal)  [excluant les lésions du cou, du thorax et de l'abdomen] SAI;{ code : 132299.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : X (Nerf vagal)  [excluant les lésions du cou, du thorax et de l'abdomen] SAI},
132402.2;1;3;Commotion;2;XI (Nerf spinal) contusion;{ code : 132402.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : XI (Nerf spinal) contusion},
132404.2;1;3;Commotion;2;XI (Nerf spinal) lacération;{ code : 132404.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : XI (Nerf spinal) lacération},
132499.2;1;3;Commotion;2;XI (Nerf spinal) SAI;{ code : 132499.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : XI (Nerf spinal) SAI},
132602.2;1;3;Commotion;2;XII (Nerf grand hypoglosse) contusion;{ code : 132602.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : XII (Nerf grand hypoglosse) contusion},
132604.2;1;3;Commotion;2;XII (Nerf grand hypoglosse) lacération;{ code : 132604.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : XII (Nerf grand hypoglosse) lacération},
132699.2;1;3;Commotion;2;XII (Nerf grand hypoglosse) SAI;{ code : 132699.2, position1 : 1, position2 : 3, position34 : Commotion, position8 : 2, description : XII (Nerf grand hypoglosse) SAI},
140202.5;1;4;Durée de la PC;5;Tronc cérébral [hypothalamus, bulbe rachidien, mésencéphale, protubérance] compression [incluant des herniations transtentorielles (uncinées) ou des amygdales cérébelleuses];{ code : 140202.5, position1 : 1, position2 : 4, position34 : Durée de la PC, position8 : 5, description : Tronc cérébral [hypothalamus, bulbe rachidien, mésencéphale, protubérance] compression [incluant des herniations transtentorielles (uncinées) ou des amygdales cérébelleuses]},
140204.5;1;4;Durée de la PC;5;Tronc cérébral [hypothalamus, bulbe rachidien, mésencéphale, protubérance] contusion;{ code : 140204.5, position1 : 1, position2 : 4, position34 : Durée de la PC, position8 : 5, description : Tronc cérébral [hypothalamus, bulbe rachidien, mésencéphale, protubérance] contusion},
140206.5;1;4;Durée de la PC;5;Tronc cérébral (l'hypothalamus, la moelle, le mésencéphale et le pont) traumatisme axonal diffus;{ code : 140206.5, position1 : 1, position2 : 4, position34 : Durée de la PC, position8 : 5, description : Tronc cérébral (l'hypothalamus, la moelle, le mésencéphale et le pont) traumatisme axonal diffus},
140208.5;1;4;Durée de la PC;5;Tronc cérébral [hypothalamus, bulbe rachidien, mésencéphale, protubérance] infarctus;{ code : 140208.5, position1 : 1, position2 : 4, position34 : Durée de la PC, position8 : 5, description : Tronc cérébral [hypothalamus, bulbe rachidien, mésencéphale, protubérance] infarctus},
